0.015344761,0.14354067
0.151938291,0.252731816
0.347018001,0.27499483
0.54209771,0.687219675
0.73717742,1.310584074
0.93225713,2.21546788
1.11846958,3.199780375
1.30468203,4.467623129
1.48202722,5.74228044
1.632770632,6.978047298
1.765779525,8.164001658
1.902750385,9.186602871
1.97180181,9.90430622
2.031797311,10.70773058
2.111602647,11.45030983
2.178956086,12.05741627
2.317058937,13.20574163
2.413089471,14.14334458
2.599301921,15.30109313
2.794381631,16.29646532
2.98946134,17.07064369
3.18454105,17.64373676
3.37962076,18.06098874
3.574700469,18.28720969
3.769780179,18.30731822
3.964859888,18.2570469
4.159939598,17.94033757
4.355019308,17.44265147
4.550099017,16.74890722
4.745178727,15.85407768
4.940258437,14.75313572
5.126470887,13.57377049
5.294948818,12.3350851
5.44569223,11.09778218
5.587568382,9.84665464
5.711710016,8.648521453
5.82698439,7.500420201
5.942258763,6.289120715
6.048665878,5.109420347
6.146205733,4.018197506
6.243745587,2.832967292
6.350152702,1.441289513
6.447692557,0.125186289
6.536365152,-1.069260334
6.625037747,-2.341124794
6.713710343,-3.657228018
6.802382938,-4.973331242
6.935391831,-7.010772087
7.035572997,-8.325358852
7.128698088,-9.469095615
7.192542357,-11.08381049
7.272347693,-12.25199035
7.352153029,-13.59989019
7.440825624,-14.79433681
7.529498219,-15.87818652
7.635905334,-17.12319173
7.760046967,-18.46615421
7.830985043,-19.07443721
7.887207242,-19.80861244
7.979275809,-20.66985646
8.07926831,-21.29866395
8.238878982,-22.53366277
8.416224172,-23.79994153
8.611303882,-25.05672459
8.806383591,-26.18782935
9.001463301,-27.23849999
9.196543011,-28.19868225
9.39162272,-29.0482676
9.58670243,-29.8123917
9.78178214,-30.50110882
9.976861849,-31.02895771
10.17194156,-31.39091123
10.36702127,-31.6824849
10.56210098,-31.79308181
10.75718069,-31.71264769
10.9522604,-31.45123682
11.14734011,-31.00884918
11.34241982,-30.34024059
11.53749953,-29.46551958
11.73257924,-28.41484894
11.91879169,-27.26413836
12.07840236,-26.09042866
12.22914577,-24.89920778
12.37988918,-23.62273512
12.51289807,-22.40814406
12.63703971,-21.27847562
12.76118134,-20.06190962
12.88532297,-18.7742456
13.00059735,-17.60902816
13.10700446,-16.40167856
13.21341158,-15.16667974
13.31981869,-13.86716605
13.41735855,-12.67087615
13.5148984,-11.455539
13.62130552,-10.04235626
13.72771263,-8.752058985
13.82525248,-7.487567652
13.91392508,-6.219389756
14.01146494,-4.871950741
